frame,student_id,movement_delta,cumulative_movement
5,1,0,0
5,2,0,0
5,3,0,0
5,4,0,0
5,5,0,0
6,1,1.0601741132539815,1.0601741132539815
6,2,1.2961047873443348,1.2961047873443348
6,3,0.4295334913816501,0.4295334913816501
6,4,0.4312325544300959,0.4312325544300959
6,5,1.1104095662903042,1.1104095662903042
7,1,0.936285867571586,1.9964599808255676
7,2,1.802281455516739,3.098386242861074
7,3,0.28588880136785616,0.7154222927495062
7,4,0.29102077845491253,0.7222533328850085
7,5,1.072273949223021,2.1826835155133253
8,1,1.325931631177805,3.322391612003373
8,2,1.5129134351859703,4.611299678047044
8,3,0.864974451519993,1.5803967442694993
8,4,0.9430458935261895,1.6652992264111979
8,5,0.3819044803223032,2.5645879958356286
9,1,3.2636919061387895,6.586083518142162
9,2,1.0946803900250033,5.705980068072048
9,3,1.0677519580239847,2.6481487022934838
9,4,0.6799598621632407,2.3452590885744384
9,5,0.17130453080931288,2.7358925266449416
10,1,0.8303947402623508,7.4164782584045135
10,2,0.6940837996008188,6.400063867672866
10,3,0.6066959715353738,3.2548446738288574
10,4,0.6838859319042571,3.0291450204786954
10,5,0.4900127540477809,3.2259052806927224
11,1,5.820061540767281,13.236539799171794
11,2,0.13071235850476384,6.53077622617763
11,3,0.5299616836685938,3.7848063574974513
11,4,0.9135607056046968,3.942705726083392
11,5,0.48533210842198543,3.7112373891147077
12,1,1.5403278917703815,14.776867690942176
12,2,1.5782409975087761,8.109017223686406
12,3,0.7955905788485295,4.580396936345981
12,4,0.4089971473975961,4.351702873480988
12,5,0.9200846275032681,4.631322016617975
13,1,1.5403278917703815,16.317195582712557
13,2,0.6116859363637664,8.720703160050173
13,3,1.5657096777494048,6.146106614095386
13,4,0.15665291414477192,4.50835578762576
13,5,0.6408766887513374,5.272198705369313
14,1,1.5403278917703815,17.85752347448294
14,2,0.47954756525557857,9.200250725305752
14,3,0.6883127541986022,6.834419368293988
14,4,0.3671862210983101,4.87554200872407
14,5,1.2906597442102135,6.562858449579526
15,1,1.5403278917703815,19.39785136625332
15,2,0.16675073055265133,9.367001455858404
15,3,2.571453012496479,9.405872380790466
15,4,1.4266681754273887,6.302210184151458
15,5,2.1291281905802504,8.691986640159776
16,1,1.5403278917703815,20.938179258023702
16,2,0.04763040234674578,9.41463185820515
16,3,2.9734524484042817,12.379324829194747
16,4,0.6999683452652191,7.002178529416677
16,5,1.1245666069504403,9.816553247110216
17,1,1.5403278917703815,22.478507149794083
17,2,0.6573740290092047,10.072005887214354
17,3,1.0372465626484326,13.41657139184318
17,4,0.5153030279738818,7.51748155739056
17,5,0.8223401476464474,10.638893394756662
18,1,1.5403278917703815,24.018835041564465
18,2,0.6645497470971167,10.736555634311472
18,3,0.9711843263130642,14.387755718156244
18,4,1.1200999644525511,8.63758152184311
18,5,0.3577007916614328,10.996594186418095
19,1,1.5403278917703815,25.559162933334846
19,2,0.5714603633279831,11.308015997639455
19,3,0.6042639886983853,14.992019706854629
19,4,0.05820655183772989,8.69578807368084
19,5,0.43488319918698315,11.431477385605078
20,1,1.5403278917703815,27.099490825105228
20,2,0.13098786546488866,11.439003863104343
20,3,2.121122769763742,17.11314247661837
20,4,0.3578471766774588,9.053635250358298
20,5,0.17942916044546925,11.610906546050547
21,1,1.5403278917703815,28.63981871687561
21,2,0.44497337710929996,11.883977240213643
21,3,0.8812579976445482,17.99440047426292
21,4,0.6893405730883393,9.742975823446637
21,5,0.24883296683083767,11.859739512881385
22,1,1.5403278917703815,30.18014660864599
22,2,2.4957045490154335,14.379681789229076
22,3,3.788268840204521,21.78266931446744
22,4,0.6370855757675826,10.380061399214219
22,5,0.08659057052317005,11.946330083404554
23,1,1.5403278917703815,31.720474500416373
23,2,0.437088160643449,14.816769949872526
23,3,3.1840249873372457,24.966694301804687
23,4,0.15179611546959995,10.531857514683818
23,5,0.026364177405332877,11.972694260809886
24,1,1.5403278917703815,33.260802392186754
24,2,0.5468035128723273,15.363573462744853
24,3,0.8521009941786235,25.81879529598331
24,4,0.7984435814623139,11.330301096146131
24,5,0.47163816816956683,12.444332428979454
25,1,1.5403278917703815,34.801130283957136
25,2,0.45621394394398757,15.81978740668884
25,3,4.928203369992541,30.746998665975852
25,4,0.33115013557094974,11.66145123171708
25,5,0.28851011507176033,12.732842544051215
26,1,1.5403278917703815,36.34145817572752
26,2,0.16514403723715398,15.984931443925994
26,3,7.100172502116317,37.84717116809217
26,4,0.12426623264458683,11.785717464361667
26,5,0.7546101929153363,13.487452736966551
27,1,1.5403278917703815,37.8817860674979
27,2,0.41397094018745895,16.398902384113452
27,3,2.24157851358338,40.088749681675544
27,4,0.2951987872332698,12.080916251594937
27,5,0.29035071191812173,13.777803448884672
28,1,1.5403278917703815,39.42211395926828
28,2,0.24275547991075572,16.641657864024207
28,3,1.771532415041406,41.86028209671695
28,4,0.3586235500670446,12.439539801661981
28,5,0.11246101690539723,13.89026446579007
29,1,1.5403278917703815,40.96244185103866
29,2,0.49597406830823487,17.137631932332443
29,3,6.189815154559282,48.050097251276235
29,4,1.088374620612271,13.527914422274252
29,5,0.7046863888122277,14.594950854602297
30,1,1.5403278917703815,42.50276974280904
30,2,0.8742096661162403,18.011841598448683
30,3,4.118467598667044,52.16856484994328
30,4,0.1308936305804084,13.65880805285466
30,5,1.9294650161361495,16.524415870738448
31,1,1.5403278917703815,44.043097634579425
31,2,0.4137146303262229,18.425556228774905
31,3,4.501042490059417,56.6696073400027
31,4,0.3274165720898657,13.986224624944526
31,5,0.9223604236619642,17.44677629440041
32,1,1.5403278917703815,45.58342552634981
32,2,1.148449828194264,19.574006056969168
32,3,3.994307320716083,60.66391466071878
32,4,0.818065105318467,14.804289730262994
32,5,0.13183826800286513,17.578614562403278
33,1,1.5403278917703815,47.12375341812019
33,2,1.1379041972267354,20.711910254195903
33,3,4.317691370348221,64.981606031067
33,4,1.289666028929818,16.093955759192813
33,5,1.6558571258799235,19.2344716882832
34,1,40.496085332592536,87.61983875071272
34,2,2.4334285374079374,23.14533879160384
34,3,1.129283356865617,66.11088938793262
34,4,1.1144737802795144,17.208429539472327
34,5,0.9460651478162855,20.180536836099485
35,1,3.264751099406536,90.88458985011926
35,2,2.8811452506351785,26.02648404223902
35,3,1.1292833568656138,67.24017274479823
35,4,0.2641695001761198,17.472599039648447
35,5,0.36996409705658145,20.550500933156066
36,1,7.610460008827966,98.49504985894723
36,2,4.121807048629083,30.148291090868103
36,3,1.129283356865617,68.36945610166384
36,4,0.8461197637161296,18.318718803364575
36,5,0.5754764258060844,21.12597735896215
37,1,2.13313152523957,100.6281813841868
37,2,1.683191072067587,31.83148216293569
37,3,1.129283356865617,69.49873945852946
37,4,0.824785878310798,19.143504681675374
37,5,0.27100632863919577,21.396983687601345
38,1,1.3630551777410618,101.99123656192786
38,2,0.9833128307213795,32.81479499365707
38,3,1.1292833568656204,70.62802281539507
38,4,0.3682944931680922,19.511799174843468
38,5,0.10504486534323913,21.502028552944584
39,1,0.8060604108222559,102.79729697275012
39,2,0.4234222576527301,33.2382172513098
39,3,1.1292833568656138,71.75730617226068
39,4,0.13516305193891417,19.64696222678238
39,5,0.7793096637870325,22.281338216731616
40,1,7.8127791149216925,110.61007608767181
40,2,0.6870868641329612,33.925304115442756
40,3,1.1292833568656204,72.8865895291263
40,4,1.0075775196631853,20.65453974644557
40,5,0.9408566139465461,23.222194830678163
41,1,2.8559511676014253,113.46602725527325
41,2,0.2724726149937952,34.19777673043655
41,3,1.1292833568656138,74.01587288599191
41,4,0.8699575409475951,21.524497287393164
41,5,0.6844686007925258,23.90666343147069
42,1,1.9577651428044895,115.42379239807774
42,2,0.4412684676824972,34.63904519811905
42,3,1.1292833568656204,75.14515624285752
42,4,1.188515701516035,22.7130129889092
42,5,0.5417598454530542,24.448423276923744
43,1,5.956449203484171,121.3802416015619
43,2,0.8968041779017187,35.53584937602077
43,3,1.129283356865617,76.27443959972314
43,4,0.7835274695503542,23.496540458459553
43,5,0.4851158359917375,24.933539112915483
44,1,6.075943527090388,127.4561851286523
44,2,1.0332624043579863,36.569111780378755
44,3,1.1292833568656138,77.40372295658875
44,4,2.275950808176494,25.772491266636045
44,5,0.8789183925834338,25.812457505498916
45,1,1.9094306148494284,129.36561574350173
45,2,0.4951388986082305,37.06425067898699
45,3,1.129283356865617,78.53300631345436
45,4,1.0137145061994346,26.78620577283548
45,5,0.19005259915247266,26.00251010465139
46,1,7.919693447516427,137.28530919101817
46,2,1.012720262647371,38.07697094163436
46,3,1.129283356865617,79.66228967031998
46,4,1.2823735654473443,28.068579338282824
46,5,0.6905883598843842,26.693098464535773
47,1,2.549066194265288,139.83437538528347
47,2,0.4638707822428846,38.54084172387724
47,3,1.129283356865617,80.79157302718559
47,4,1.555724373380722,29.624303711663547
47,5,1.004372691683368,27.69747115621914
48,1,2.5490661942653445,142.38344157954882
48,2,0.17656939476698166,38.71741111864422
48,3,1.1292833568656204,81.9208563840512
48,4,0.4431373417700861,30.067441053433633
48,5,1.3507334383874874,29.048204594606627
49,1,2.5490661942652317,144.93250777381405
49,2,0.4272109838350923,39.14462210247932
49,3,1.129283356865617,83.05013974091682
49,4,0.8954305468820576,30.96287160031569
49,5,1.1522544447862026,30.20045903939283
50,1,2.549066194265288,147.48157396807935
50,2,0.5907028150335902,39.735324917512905
50,3,1.1292833568656138,84.17942309778243
50,4,0.6395236042082797,31.60239520452397
50,5,1.1051719475372115,31.30563098693004
51,1,2.549066194265288,150.03064016234464
51,2,0.14016827654476022,39.87549319405767
51,3,1.1292833568656204,85.30870645464805
51,4,0.44300243205375894,32.045397636577725
51,5,0.9111058095565988,32.21673679648664
52,1,2.549066194265288,152.57970635660993
52,2,0.28173268687381126,40.15722588093148
52,3,1.1292833568656138,86.43798981151366
52,4,0.8108878694951313,32.85628550607286
52,5,0.951662012361093,33.16839880884773
53,1,2.549066194265288,155.12877255087523
53,2,0.22601052355422083,40.3832364044857
53,3,1.1292833568656204,87.56727316837927
53,4,0.36592754501541525,33.222213051088275
53,5,1.0785508028461335,34.246949611693864
54,1,2.5490661942652317,157.67783874514046
54,2,0.3422611319081784,40.72549753639388
54,3,1.1292833568656138,88.69655652524489
54,4,0.8398022614186994,34.06201531250697
54,5,1.2069743559709916,35.453923967664856
55,1,2.5490661942653445,160.2269049394058
55,2,1.0696008998515931,41.795098436245475
55,3,1.129283356865617,89.8258398821105
55,4,0.33243522244337004,34.394450534950344
55,5,1.3607077821838598,36.814631749848715
56,1,18.844693928407615,179.07159886781344
56,2,0.23310700228467318,42.02820543853015
56,3,1.1292833568656204,90.95512323897611
56,4,1.3472326687273497,35.741683203677695
56,5,0.39151023169289956,37.20614198154161
57,1,7.4377569797459575,186.5093558475594
57,2,0.746029288224916,42.77423472675507
57,3,1.129283356865617,92.08440659584173
57,4,0.9275717064783059,36.669254910156
57,5,0.6466960825811405,37.85283806412275
58,1,1.7148424058615557,188.22419825342095
58,2,1.2685045918362943,44.042739318591366
58,3,1.129283356865617,93.21368995270734
58,4,2.966018751277437,39.63527366143344
58,5,0.28684996481695935,38.13968802893971
59,1,8.976048973334677,197.20024722675564
59,2,1.6073296061050542,45.65006892469642
59,3,1.1292833568656138,94.34297330957295
59,4,3.450012348515153,43.08528600994859
59,5,0.09419926071487252,38.23388728965458
60,1,5.430909753697949,202.6311569804536
60,2,1.2262756561042374,46.876344580800655
60,3,1.129283356865617,95.47225666643857
60,4,1.2889427488710523,44.37422875881964
60,5,0.09419926071490088,38.328086550369484
61,1,2.189779751004407,204.820936731458
61,2,0.9848731879968657,47.86121776879752
61,3,1.1292833568656204,96.60154002330418
61,4,4.434736642372579,48.80896540119222
61,5,0.09419926071490088,38.422285811084386
62,1,1.3984800087368119,206.21941674019482
62,2,0.7007906560118518,48.56200842480938
62,3,1.129283356865617,97.7308233801698
62,4,1.7229298562385529,50.53189525743077
62,5,0.09419926071487252,38.51648507179926
63,1,0.4251683220332764,206.6445850622281
63,2,0.9334627129996121,49.49547113780899
63,3,1.1292833568656138,98.86010673703541
63,4,3.6377842780553165,54.16967953548608
63,5,0.09419926071492928,38.61068433251419
64,1,2.1913575538785963,208.83594261610668
64,2,0.501701613037645,49.99717275084664
64,4,4.380938970981967,58.55061850646805
64,5,0.09419926071490088,38.70488359322909
65,1,0.5332567769511875,209.36919939305787
65,2,0.5131219260840171,50.510294676930656
65,4,1.3390851460755777,59.88970365254362
65,5,0.09419926071490088,38.79908285394399
66,1,0.5332567769511875,209.90245617000906
66,2,0.19624070185912612,50.70653537878978
66,4,1.1557916475132393,61.045495300056864
66,5,0.09419926071492928,38.89328211465892
67,1,2.861474616469253,212.7639307864783
67,2,0.5934880923855139,51.300023471175294
67,4,0.44675185498089404,61.49224715503776
67,5,0.09419926071487252,38.9874813753738
68,1,0.4234274436938409,213.18735823017215
68,2,0.10740228410991981,51.40742575528521
68,4,0.3827502756060171,61.874997430643774
68,5,1.2041682828378317,40.19164965821163
69,1,0.3272673828348658,213.514625613007
69,2,0.3402156340754316,51.747641389360645
69,4,4.698304348333394,66.57330177897717
69,5,0.8035347746122343,40.99518443282386
70,1,0.42471767307607894,213.9393432860831
70,2,0.37186668624197244,52.11950807560262
70,4,1.8682409120444858,68.44154269102165
70,5,0.14354760883343892,41.1387320416573
71,1,0.4070894438127593,214.34643272989587
71,2,0.13976397359983084,52.25927204920245
71,4,0.2717144963597132,68.71325718738136
71,5,0.14354760883346432,41.282279650490764
72,1,1.0674747247014904,215.41390745459736
72,2,0.050331131756575866,52.30960318095903
72,4,0.827057015043363,69.54031420242472
72,5,0.9888953647929288,42.271175015283696
73,1,0.9261103597874234,216.3400178143848
73,2,0.651545948464147,52.96114912942318
73,4,0.4060137035979451,69.94632790602267
73,5,0.49880516186787704,42.769980177151574
74,1,0.6369135132195857,216.97693132760438
74,2,0.08418714094242634,53.0453362703656
74,4,0.9176871772191978,70.86401508324187
74,5,0.4008466181049652,43.17082679525654
75,1,3.6410455294549413,220.61797685705932
75,2,0.03357007813833623,53.07890634850394
75,4,1.0771933132873313,71.94120839652919
75,5,0.30749772708231526,43.47832452233885
76,1,4.8737041800025445,225.49168103706185
76,2,0.3334472965987578,53.4123536451027
76,4,1.313273156216877,73.25448155274607
76,5,0.5278221594707879,44.00614668180964
77,1,0.5700409301476693,226.0617219672095
77,2,0.38328537708397703,53.79563902218668
77,4,1.4956864669535586,74.75016801969963
77,5,0.1356265396163464,44.141773221425986
78,1,1.0565790688025436,227.11830103601204
78,2,0.4590255352364123,54.25466455742309
78,4,1.7478759617618347,76.49804398146146
78,5,0.13562653961635932,44.277399761042346
79,1,1.3738567328115676,228.4921577688236
79,2,0.34598942884762895,54.60065398627072
79,4,10.248656776441008,86.74670075790247
79,5,0.1356265396163335,44.41302630065868
80,1,7.374856296644403,235.867014065468
80,2,0.12960255326238812,54.73025653953311
80,4,2.874661946493287,89.62136270439576
80,5,0.1356265396163335,44.54865284027501
81,1,3.087196941509626,238.95421100697763
81,2,0.28789914644765535,55.018155685980766
81,4,0.9673672272885834,90.58872993168434
81,5,0.13562653961635932,44.68427937989137
82,1,2.457636488588511,241.41184749556615
82,2,0.5478586798576478,55.56601436583841
82,4,0.9086592774031138,91.49738920908746
82,5,0.1356265396163464,44.81990591950772
83,1,2.1597661615068287,243.571613657073
83,2,0.5129769567622042,56.078991322600615
83,4,0.713895743407861,92.21128495249532
83,5,0.13562653961633372,44.95553245912405
84,1,3.117324531163227,246.68893818823622
84,2,0.8520152931805587,56.93100661578117
84,4,5.105168733189521,97.31645368568483
84,5,0.13562653961635907,45.09115899874041
85,1,3.2089755095977672,249.89791369783399
85,2,0.6506442479433185,57.58165086372449
85,4,9.23636006931054,106.55281375499537
85,5,0.13562653961633372,45.226785538356744
86,1,3.8764827252445153,253.7743964230785
86,2,0.415713559892463,57.99736442361695
86,4,3.8178472488235267,110.3706610038189
86,5,0.13562653961637197,45.36241207797312
87,1,2.067921847440137,255.84231827051866
87,2,0.8769302397947415,58.87429466341169
87,4,1.234070399518029,111.60473140333693
87,5,0.1356265396163335,45.49803861758945
88,1,1.3226855128598485,257.1650037833785
88,2,0.9528169596345539,59.82711162304624
88,4,0.7632264718002485,112.36795787513718
88,5,0.1356265396163335,45.63366515720578
89,1,2.235412610661658,259.4004163940402
89,2,2.0711877523274,61.89829937537364
89,4,16.142132206957992,128.51009008209516
89,5,0.13562653961637197,45.76929169682216
90,1,5.849901347630579,265.25031774167076
90,2,1.786391877757287,63.68469125313093
90,4,1.0370688401337875,129.54715892222896
90,5,0.3126564477022785,46.08194814452444
91,1,3.701433827464934,268.9517515691357
91,2,1.0100493938097135,64.69474064694064
91,4,1.0370688401337875,130.58422776236276
91,5,0.3616261356417936,46.44357428016623
92,1,5.020507876357294,273.97225944549297
92,2,0.35335704304553767,65.04809768998618
92,4,1.0370688401337875,131.62129660249656
92,5,0.11876198677136589,46.5623362669376
93,1,3.9409975936161583,277.9132570391091
93,2,0.6807946574890696,65.72889234747525
93,4,1.0370688401337875,132.65836544263036
93,5,0.37355150687060085,46.9358877738082
94,1,8.974875726577496,286.88813276568663
94,2,1.0701832056096559,66.7990755530849
94,4,1.0370688401337875,133.69543428276415
94,5,0.13653675899694714,47.072424532805144
95,1,1.7522639282785872,288.6403966939652
95,2,0.8032144727860329,67.60229002587094
95,4,2.3679903712696224,136.06342465403378
95,5,0.340270684746884,47.41269521755203
96,1,1.7522639282784767,290.3926606222437
96,2,1.352004080800968,68.95429410667191
96,4,0.9580267557741943,137.02145140980798
96,5,0.12868619677947069,47.5413814143315
97,1,1.7522639282785317,292.1449245505222
97,2,1.231502485837961,70.18579659250987
97,4,0.02279739404650933,137.0442488038545
97,5,0.9973499254940229,48.53873133982552
98,1,1.7522639282785872,293.8971884788008
98,2,0.20086384983586436,70.38666044234574
98,4,0.4628080326725647,137.50705683652706
98,5,0.37351512065505094,48.91224646048057
99,1,1.7522639282784767,295.64945240707925
99,2,0.6355239318365631,71.0221843741823
99,4,0.448831998985143,137.9558888355122
99,5,0.8192892317727454,49.73153569225331
100,1,1.7522639282785317,297.4017163353578
100,2,1.5874795546666247,72.60966392884893
100,4,2.4560459956308303,140.41193483114304
100,5,0.5633540531344228,50.294889745387735
101,1,1.7522639282785317,299.1539802636363
101,2,0.9459948689501008,73.55565879779903
101,4,0.9070410975928251,141.31897592873588
101,5,0.5839670902924138,50.878856835680146
102,1,1.7522639282785872,300.9062441919149
102,2,0.3167787081119141,73.87243750591094
102,4,1.1811962299744534,142.50017215871034
102,5,0.2914758778181959,51.17033271349834
103,1,1.7522639282784767,302.65850812019335
103,2,1.109012590902398,74.98145009681333
103,4,0.7154273751366765,143.215599533847
103,5,0.2331673676690422,51.40350008116738
104,1,1.7522639282785317,304.41077204847187
104,2,0.8788471972861357,75.86029729409947
104,4,0.759349014780917,143.97494854862794
104,5,0.711592579408958,52.11509266057634
105,1,1.7522639282785317,306.1630359767504
105,2,0.7306111558803036,76.59090844997976
105,4,0.759349014780917,144.73429756340886
105,5,0.9408019347698308,53.05589459534617
106,1,21.438552397364937,327.60158837411535
106,2,0.8298451615911625,77.42075361157093
106,4,0.759349014780917,145.49364657818978
106,5,1.0936893622739627,54.14958395762013
107,1,0.8692576807034914,328.4708460548188
107,2,0.6387326956758036,78.05948630724673
107,4,0.9613829792858545,146.45502955747563
107,5,0.1603091966768509,54.30989315429698
108,1,0.8692576807034511,329.3401037355223
108,2,0.5677232607783771,78.62720956802511
108,4,0.5825186189861122,147.03754817646174
108,5,1.0937277057065924,55.40362086000357
109,1,0.8692576807035317,330.2093614162258
109,2,0.8066188709236888,79.4338284389488
109,4,1.5188349501905964,148.55638312665235
109,5,0.6035609533583154,56.00718181336189
110,1,3.8614159170122533,334.0707773332381
110,2,0.8775984547366001,80.3114268936854
110,4,0.8264609914026335,149.38284411805498
110,5,1.2549758735689853,57.26215768693088
111,1,0.4218254136240497,334.49260274686213
111,2,1.144946861497666,81.45637375518307
111,4,0.2913023981729371,149.67414651622792
